9720	385	10960	3747	67259	19375	32984	6277	6102	40001	32588	631	2205	76085	23732	11671	6829	6440	31417	1408	31534	79882	49676	10790	9378	10016	458	8093	6171	3011	137464	4778	336802	15002	1489	23697	4490	3160	58462	10989	7531	3393	14772	32509	6103	921	23196	16674	1323	9939	653	1313585
9982	386	11119	4012	68449	19703	33554	6277	6272	40596	33580	632	2230	77741	24126	11959	6951	6440	31600	1436	32587	80277	50086	11271	9501	10115	458	8171	6120	3071	138823	4863	339202	15274	1515	24081	4589	3228	59877	11274	7653	3517	15019	32902	6251	927	24081	16891	1360	10219	662	1332331
10262	388	11383	4043	69954	19879	33765	6565	6389	40982	34002	634	2260	79007	24627	12373	7159	6677	31815	1462	33373	81588	50631	11799	9674	10229	459	8407	6152	3160	140289	5069	341026	15601	1567	24777	4613	3286	60469	11450	7792	3614	15571	33818	6362	926	25070	17122	1366	10418	669	1351408
10566	390	11736	4164	71643	20157	34333	6741	6485	41923	34924	635	2293	83021	25127	12912	7240	6853	32050	1477	34061	83041	51263	12494	9908	10357	461	8532	6313	3239	141016	5212	342356	16025	1641	25250	4732	3358	61257	11614	7927	3663	16267	35533	6432	927	25800	17330	1378	10611	675	1374790
10822	391	12216	4236	73675	20475	34855	6952	6584	42402	35427	638	2293	84694	25473	13289	7518	6853	32662	1515	34812	84358	51819	12917	10090	10552	462	8912	6476	3299	141673	5364	343874	16733	1708	25721	4858	3416	62018	11835	8030	3732	16587	36345	6620	929	26746	17512	1398	10902	688	1394805
11161	396	12674	4366	75454	20838	35464	7223	6736	43210	35977	637	2351	87937	26053	13675	7705	7225	33489	1565	35903	85674	53167	13435	10483	10717	462	9260	6504	3382	142834	5503	346213	17527	1759	26357	4963	3479	62934	12016	8189	3792	16848	37030	6749	932	27813	17773	1427	11275	701	1420695
11494	398	13169	4463	77398	21232	36085	7373	6871	44138	36772	638	2351	90369	26656	14049	7886	7444	33837	1603	36986	86782	53810	14240	10801	10928	466	9610	6733	3453	144124	5662	348461	18269	1846	26954	5087	3541	63943	12219	8407	3887	17041	38279	6913	933	28672	17951	1447	11685	716	1445546
11828	403	13666	4578	79468	21633	36703	7547	7042	44811	37212	639	2419	92457	27280	14328	7939	7688	34117	1648	37968	87433	54315	14969	11123	11090	468	10220	6813	3556	145233	5847	350979	18754	1897	27474	5237	3612	65044	12434	8661	3959	17301	39932	7068	934	29683	18288	1470	12187	741	1469596
12137	408	13945	4759	81055	21938	37419	7670	7123	45588	37579	640	2419	94191	27778	14651	7953	7688	34432	1687	38804	87805	54963	15668	11296	11197	468	10177	6949	3596	146653	5938	353002	19161	1928	27923	5310	3623	65743	12674	8816	3987	17772	40489	7238	940	30388	18433	1492	12543	754	1488325
12438	411	14208	4813	82501	22202	38116	7869	7270	46442	38283	640	2455	96485	28255	14955	8303	7935	34709	1713	39762	89125	55855	16372	11432	11342	470	10625	7061	3652	148401	6096	354500	19684	1988	28454	5398	3687	66521	12795	8942	4027	18113	41715	7384	940	31140	18611	1502	12687	766	1510633
12825	411	14576	4923	84647	22482	38430	8037	7434	46944	38855	641	2455	98030	28705	15296	8353	8069	35038	1741	41546	90202	56465	17029	11704	11473	471	10854	7096	3721	149533	6192	355886	20189	2069	28952	5489	3726	67086	12951	9056	4085	18447	42845	7518	944	32145	18811	1502	12885	776	1531135
13186	416	14906	5003	86924	22797	39017	8194	7551	47471	39801	643	2506	100418	29274	15620	8507	8167	35316	1819	42323	91231	57322	17670	11967	11662	478	11122	7388	3868	150976	6317	357052	21014	2168	29436	5532	3801	67855	13356	9175	4177	18706	43935	7710	944	32908	18971	1567	13413	787	1553961
13590	416	15348	5458	89233	23191	39208	8386	7788	48675	40663	647	2506	102688	29936	16170	8625	8286	36504	1877	43531	92209	57988	18200	12222	11814	479	11427	7400	3935	151802	6472	358918	21802	2238	30167	5680	3817	68828	13571	9381	4177	19089	44802	7874	950	34137	19117	1593	13885	801	1579113
13954	419	15624	5612	91478	23487	39640	8529	7893	49451	41482	642	2595	105444	30409	16492	8909	8426	36925	1948	44424	93092	58543	19005	12625	12028	479	11662	7525	4014	152818	6625	360818	22750	2287	30794	5849	3864	69795	13736	9638	4356	19474	45632	8057	952	34950	19265	1705	14396	803	1602941
14328	423	16053	5775	93545	23964	40022	8529	7966	50127	42242	643	2595	107796	30901	16898	8946	8571	36925	2013	45495	93492	59046	19845	13005	12173	479	11963	7526	4089	153383	6625	362889	23323	2341	31408	5960	3888	70559	13952	9895	4464	19892	45924	8260	954	35749	19265	1705	14877	813	1623130
14676	423	16377	5922	95331	24174	40468	8809	8110	50867	42902	643	2626	110304	31376	17251	9004	8571	37169	2055	46313	93808	59395	20573	13260	12400	479	12134	7881	4149	154402	6943	364697	23876	2381	31911	6037	3927	71266	14065	10096	4563	20223	46543	8392	956	36244	19828	1759	15277	838	1643304
15309	426	16575	6029	97443	24269	40873	8965	8225	51746	43400	643	2626	112017	31715	17557	9125	8571	37809	2074	47152	94023	59621	21315	13458	12529	479	12362	7956	4197	155343	7026	366388	24337	2424	32477	6090	3949	71827	14065	10178	4586	20817	47286	8521	962	37727	20065	1774	15584	843	1662398
15899	430	16864	6180	99913	24565	41303	9066	8334	52255	43983	643	2626	113195	32078	17703	9199	8951	38054	2109	47687	94907	59974	21960	13731	12707	479	12619	8057	4231	156030	7130	367349	24952	2441	33006	6138	3967	72295	14210	10416	4653	21171	48425	8620	967	39342	20181	1774	15863	850	1681124
16263	431	17318	6277	102578	24767	41288	9096	8406	52634	44638	644	2699	114306	32437	18369	9291	9077	38497	2137	48423	95617	60592	22464	14044	12869	481	12984	8150	4286	156909	7252	368282	25613	2482	33439	6229	4038	72992	14353	10623	4710	21385	49301	8706	971	40249	20406	1899	16462	860	1699887
16749	444	17877	6538	104738	25121	41559	9171	8492	53285	45266	647	2770	115833	33068	18586	9371	9185	38802	2189	49709	96268	61116	22947	14372	13077	485	13249	8248	4389	157485	7364	369438	26749	2522	33915	6273	4086	73677	14494	10788	4793	21981	50509	8921	974	41401	20764	1935	16974	876	1721154
